grid_id,node_id,distance,grid_lng,grid_lat,node_lng,node_lat
77,1675,0.042965318837513866,121.932325,30.705011,121.9749935,30.7100526
78,1675,0.029354682297892506,121.946075,30.705011,121.9749935,30.7100526
79,1677,0.015843068915153538,121.959825,30.705011,121.9753809,30.7080138
80,190140,0.14913112381729698,120.873575,30.715032,120.9842665,30.8149694
81,190140,0.13923052230387414,120.887325,30.715032,120.9842665,30.8149694
82,190140,0.13003195603777296,120.901075,30.715032,120.9842665,30.8149694
83,190140,0.12169472396538442,120.914825,30.715032,120.9842665,30.8149694
84,190140,0.1144072860049159,120.928575,30.715032,120.9842665,30.8149694
85,190140,0.10838160979156122,120.942325,30.715032,120.9842665,30.8149694
86,190140,0.10383758756351164,120.956075,30.715032,120.9842665,30.8149694
87,190140,0.10097544672349681,120.969825,30.715032,120.9842665,30.8149694
88,190140,0.0999397923302307,120.983575,30.715032,120.9842665,30.8149694
89,190140,0.10078694529059617,120.997325,30.715032,120.9842665,30.8149694
90,535303,0.09967105680893225,121.011075,30.715032,121.0182979,30.814441
91,535303,0.09962305112477611,121.024825,30.715032,121.0182979,30.814441
92,177921,0.09577491030771655,121.038575,30.715032,121.1030027,30.7858974
93,177921,0.0871213762199077,121.052325,30.715032,121.1030027,30.7858974
94,509772,0.07554528951702508,121.066075,30.715032,121.1299639,30.755347
95,509772,0.06433668096980694,121.079825,30.715032,121.1299639,30.755347
96,509772,0.05430885073549604,121.093575,30.715032,121.1299639,30.755347
97,177894,0.04578454617880849,121.107325,30.715032,121.1365082,30.7503104
98,177894,0.03850648216598902,121.121075,30.715032,121.1365082,30.7503104
99,177891,0.03469027990921742,121.134825,30.715032,121.1408713,30.7491913
100,177887,0.03360974723692321,121.148575,30.715032,121.1453712,30.7484887
101,177886,0.03743159574610169,121.162325,30.715032,121.1456349,30.7485367
102,177886,0.04526769941248877,121.176075,30.715032,121.1456349,30.7485367
103,524142,0.05264610295511284,121.189825,30.715032,121.2317256,30.746906
104,524142,0.042525382495165166,121.203575,30.715032,121.2317256,30.746906
105,435937,0.03239918697281619,121.217325,30.715032,121.2482855,30.7054845
106,435937,0.019681363430912632,121.231075,30.715032,121.2482855,30.7054845
107,528479,0.009520273704563615,121.244825,30.715032,121.2539171,30.717855
108,524066,0.00276379298247861,121.258575,30.715032,121.2561624,30.7136837
109,166416,0.0007901564465361896,121.272325,30.715032,121.273101,30.7148831
110,166246,0.001843373917583007,121.286075,30.715032,121.2878936,30.7147308
111,454698,0.0003742833285106457,121.299825,30.715032,121.2996601,30.714696
112,127177,0.0009728232162099418,121.313575,30.715032,121.3132324,30.7141215
113,539351,0.0017121210296037457,121.327325,30.715032,121.3289919,30.7154229
114,166390,0.0002999704318825062,121.341075,30.715032,121.3408765,30.7148071
115,290499,0.0022644919606816557,121.354825,30.715032,121.3563522,30.71336
116,290501,0.012227591915012579,121.368575,30.715032,121.357381,30.7101118
117,60953,0.020828135598986608,121.382325,30.715032,121.3681433,30.7302862
